CustomerID,Recency,Frequency,Monetary,Cluster
15065,38,4,3158.13,3
15066,53,1,893.59,1
15067,78,3,1744.76,1
15068,46,2,553.36,1
15069,179,1,1109.53,2
15070,373,1,106.2,2
15071,94,2,982.07,1
15073,10,3,1043.41,1
15074,105,1,735.67,1
15075,78,1,773.03,1
15076,173,1,880.85,2
15078,7,17,5722.942499999999,0
15079,213,4,895.61,2
15081,22,5,504.8,1
15083,257,1,88.2,2
15087,282,1,306.94,2
15088,21,2,1160.07,1
15089,10,6,2420.84,3
15090,308,1,381.32,2
15091,68,1,480.71,1
15092,215,2,457.81,2
15093,18,6,4597.02,3
15095,104,4,1370.6,1
15096,43,1,219.39000000000001,1
15097,4,1,248.08,1
15098,182,3,5722.942499999999,3
15099,84,1,410.48,1
15100,334,3,876.0,2
15101,9,2,317.53,1
15103,31,2,703.36,1
15104,197,2,993.54,2
15105,18,7,2298.93,3
15106,18,5,1422.52,3
15107,311,6,319.5,2
15108,142,4,1300.25,1
15109,246,1,484.95,2
15110,24,4,996.1,1
15111,29,3,1567.48,1
15113,10,3,3509.43,3
15114,30,10,2760.56,3
15115,18,1,340.11,1
15116,18,4,1352.75,1
15117,15,5,1551.78,3
15118,134,1,244.8,1
15119,246,1,266.4,2
15120,134,1,358.82,1
15121,50,2,457.72,1
15122,114,3,1633.78,1
15123,7,2,2199.31,1
15124,23,2,184.19,1
15125,25,15,5722.942499999999,0
15127,66,1,406.53,1
15128,60,4,1471.0,1
15129,50,11,3447.4,3
15130,170,1,330.11,2
15132,18,5,977.9300000000001,1
15133,128,3,982.42,1
15134,15,8,1387.99,3
15135,239,1,139.05,2
15136,3,4,1286.7,1
15139,240,2,178.96,2
15140,52,7,2354.25,3
15142,46,1,498.74,1
15143,226,1,259.45,2
15144,8,17,5722.942499999999,0
15145,4,4,1194.73,1
15146,165,2,1327.16,2
15147,240,1,623.5,2
15148,11,1,301.29,1
15149,134,1,520.8000000000001,1
15150,17,10,5291.33,0
15152,10,13,4745.69,0
15153,31,1,329.25,1
15154,75,1,254.28,1
15156,1,3,961.49,1
15157,4,3,1936.07,1
15158,45,1,401.40000000000003,1
15159,2,17,5722.942499999999,0
15160,357,1,158.16,2
15163,18,2,304.47,1
15164,69,3,824.58,1
15165,373,1,487.75,2
15167,321,1,158.8,2
15168,26,1,106.56,1
15171,331,1,1289.5,2
15172,9,5,1624.05,3
15174,323,1,135.75,2
15175,72,1,224.14,1
15178,260,1,40.5,2
15179,18,5,2206.95,3
15180,367,1,87.5,2
15181,66,3,689.4799999999999,1
15182,154,2,622.85,2
15184,29,2,402.2,1
15185,70,1,310.62,1
15186,14,2,411.41,1
15187,2,16,4777.18,0
15189,1,17,5722.942499999999,0
15192,120,3,1044.32,1
15193,61,1,499.32,1
15194,3,15,5722.942499999999,0
15195,3,1,3861.0,3
15197,11,3,1079.6100000000001,1
15198,92,2,193.64,1
15199,59,4,1268.7,1
15201,87,5,1236.54,1
15203,26,6,1827.8,3
15204,357,1,316.58,2
15205,85,2,653.24,1
15206,10,4,420.29999999999995,1
15208,1,5,870.12,1
15210,225,1,331.18,2
15211,60,2,894.4100000000001,1
15212,241,1,101.8,2
15213,319,2,328.35,2
15214,2,8,1661.44,3
15215,47,3,734.94,1
15216,88,1,96.6,1
15218,11,11,5722.942499999999,0
15219,176,1,305.75,2
15220,52,6,1778.96,3
15221,366,1,403.25,2
15222,319,1,585.0,2
15223,226,2,755.75,2
15224,358,2,322.08,2
15225,234,1,409.40000000000003,2
15226,311,1,154.41,2
15227,37,5,1219.4,1
15228,66,4,3386.71,3
15230,239,2,429.6,2
15232,113,2,612.06,1
15234,277,1,197.0,2
15235,218,12,2247.51,3
15236,299,1,321.05,2
15237,2,4,1412.32,1
15238,29,3,1071.99,1
15239,10,2,780.59,1
15240,45,5,1706.57,3
15241,67,8,1756.44,3
15243,74,1,316.68,1
15244,65,2,631.57,1
15245,134,3,2515.84,3
15246,238,2,514.15,2
15247,122,1,356.0,1
15249,32,13,5722.942499999999,0
15251,9,11,5722.942499999999,0
15252,36,2,740.78,1
15253,16,5,918.1999999999999,1
15254,127,1,300.36,1
15255,67,1,890.85,1
15256,149,1,98.45,2
15257,283,1,317.15,2
15258,169,2,623.16,2
15260,100,7,1810.77,3
15261,135,1,254.82,1
15262,324,1,178.95000000000002,2
15263,107,1,156.51,1
15264,64,1,393.74,1
15265,151,2,1506.1200000000001,1
15266,338,1,119.3,2
15267,22,5,1717.36,3
15269,24,1,408.8,1
15270,16,7,2379.49,3
15271,7,15,2493.34,0
15272,57,2,721.94,1
15274,4,2,716.57,1
15275,38,1,615.14,1
15276,66,1,128.63,1
15277,47,1,255.89999999999998,1
15279,355,1,290.51,2
15280,172,1,113.12,2
15281,59,9,2332.15,3
15286,50,1,240.55,1
15287,22,2,486.69,1
15288,43,5,2306.52,3
15289,29,3,939.78,1
15290,5,17,5722.942499999999,0
15291,26,15,4668.3,0
15292,201,1,178.39,2
15296,51,6,3672.86,3
15297,10,3,641.94,1
15298,2,12,4799.9,0
15299,67,7,4507.01,3
15300,64,1,496.44,1
15301,51,12,5049.95,0
15303,290,1,574.02,2
15304,61,8,694.4000000000001,3
15306,64,3,1174.35,1
15307,96,1,205.3,1
15308,274,1,310.47,2
15311,1,17,5722.942499999999,0
15312,75,4,924.85,1
15313,110,1,52.0,1
15314,199,1,327.97,2
15315,64,2,570.5,1
15316,327,1,165.0,2
15318,4,1,312.62,1
15319,284,1,204.5,2
15320,44,1,267.13,1
15321,71,3,2748.31,3
15322,86,1,679.68,1
15325,104,1,161.74,1
15326,334,1,311.71,2
15327,53,1,208.75,1
15329,39,3,1049.7,1
15330,32,2,714.96,1
15332,366,4,1661.06,2
15333,208,1,1028.56,2
15334,157,3,350.82,2
15335,54,1,170.22,1
15339,66,2,574.07,1
15341,81,1,2020.52,1
15342,130,1,406.09,1
15343,87,1,364.5,1
15344,1,3,563.94,1
15345,46,1,393.54,1
15346,333,1,252.42000000000002,2
15347,366,1,201.60000000000002,2
15348,72,1,158.04,1
15349,158,2,463.90999999999997,2
15350,373,1,115.65,2
15351,12,7,1934.66,3
15353,255,2,770.12,2
15355,29,2,277.05,1
15356,31,10,2718.03,3
15358,5,17,5722.942499999999,0
15360,40,1,427.93,1
15361,362,1,418.92,2
15363,373,1,326.0,2
15364,96,2,913.19,1
15365,26,7,2314.32,3
15366,75,2,602.51,1
15367,57,4,1877.59,3
15368,21,1,446.94000000000005,1
15370,41,7,2386.05,3
15372,137,1,2007.3999999999999,1
15373,8,12,2415.91,3
15374,129,1,168.0,1
15376,40,3,1221.56,1
15379,169,7,3703.29,3
15380,9,5,1690.2600000000002,3
15381,214,2,596.85,2
15382,15,6,5722.942499999999,3
15384,170,2,642.41,2
15385,40,1,316.88,1
15386,186,1,394.14,2
15388,270,1,140.54,2
15389,172,1,500.0,2
15392,5,4,1535.53,1
15393,16,2,231.86,1
15394,10,4,2183.54,3
15395,326,1,107.45,2
15396,113,1,288.18,1
15397,290,1,94.0,2
15398,16,2,1345.53,1
15399,1,3,815.77,1
15400,92,5,716.2,1
15402,149,2,626.77,1
15405,189,1,349.1,2
15406,31,2,510.71000000000004,1
15407,34,4,1046.74,1
15408,264,1,267.18,2
15410,84,8,3450.84,3
15411,26,4,1348.93,1
15412,171,1,190.53,2
15414,10,3,774.9000000000001,1
15415,313,1,559.61,2
15416,65,4,3984.32,3
15417,85,1,508.8,1
15419,25,1,135.86,1
15421,59,4,950.36,1
15422,323,2,97.7,2
15423,38,1,43.5,1
15424,254,2,383.34,2
15426,19,5,1404.07,3
15427,33,3,1430.54,1
15428,15,1,93.78,1
15429,27,2,397.35,1
15432,23,1,171.19,1
15433,214,2,533.3,2
15434,8,5,1041.48,1
15435,22,1,149.29,1
15436,12,3,1067.75,1
15437,262,1,200.16,2
15438,131,1,156.57999999999998,1
15440,55,3,383.68,1
15442,249,1,594.0,2
15443,2,7,3213.59,3
15444,9,2,1411.21,1
15445,264,1,113.5,2
15447,331,1,155.17,2
15448,313,1,494.64,2
15449,26,3,974.52,1
15450,30,1,429.84,1
15452,30,3,528.48,1
15453,2,7,1371.77,3
15454,362,1,179.1,2
15456,283,3,434.59000000000003,2
15457,262,1,237.07,2
15458,25,1,161.64,1
15460,354,1,214.26,2
15462,94,3,234.6,1
15463,29,1,126.14,1
15464,338,1,1044.65,2
15465,20,17,5722.942499999999,0
15466,85,1,334.53,1
15467,9,3,524.88,1
15468,51,2,467.51,1
15469,50,2,538.55,1
15471,2,1,454.48,1
15472,113,1,371.56,1
15473,14,7,1771.2,3
15475,77,1,454.10999999999996,1
15478,40,2,1399.92,1
15480,116,1,905.5,1
15482,16,12,5722.942499999999,0
15483,161,4,225.26,2
15484,1,4,3590.41,3
15485,30,3,2564.5,3
15488,93,1,91.32000000000001,1
15489,23,3,1134.28,1
15491,95,6,3100.09,3
15492,28,2,659.4599999999999,1
15493,33,5,1953.41,3
15494,21,2,1280.58,1
15497,18,2,1262.2,1
15498,3,17,5722.942499999999,0
15500,8,4,1131.56,1
15502,16,12,5722.942499999999,0
15503,363,1,141.04,2
15504,81,1,52.83,1
15505,53,5,3610.96,3
15506,23,3,972.08,1
15507,172,1,475.86,2
15508,189,6,1000.27,2
15510,331,1,250.0,2
15511,12,5,900.53,1
15512,156,2,121.0,2
15513,33,17,5722.942499999999,0
15514,12,11,4023.7200000000003,0
15516,45,3,62.43,1
15517,233,1,267.03,2
15518,64,8,1921.55,3
15520,2,1,343.5,1
15521,40,8,3000.2,3
15522,33,2,397.99,1
15523,84,1,412.01000000000005,1
15524,25,1,440.0,1
15525,2,3,734.37,1
15526,33,2,148.44,1
15527,19,8,2428.53,3
15528,254,1,229.33,2
15529,23,11,3962.6,0
15530,22,4,1497.31,1
15531,8,2,1972.39,1
15532,25,4,1564.73,1
15533,19,3,807.57,1
15535,173,4,502.9,2
15537,163,1,110.92,2
15539,7,1,538.46,1
15540,11,1,213.3,1
15541,114,1,85.13000000000001,1
15543,288,1,127.86,2
15544,9,9,3546.71,3
15545,54,2,288.96999999999997,1
15547,7,14,4910.6,0
15549,77,3,1681.46,1
15550,4,4,575.63,1
15551,37,1,436.06,1
15552,217,1,90.12,2
15553,60,1,428.93,1
15554,278,1,217.2,2
15555,12,16,4794.86,0
15556,24,1,279.77,1
15557,29,1,468.91,1
15561,12,4,800.59,1
15562,352,1,134.55,2
15563,22,4,1400.44,1
15565,50,2,173.16,1
15567,19,1,186.01,1
15568,3,3,758.29,1
15569,104,5,1375.71,1
15570,7,12,4148.82,0
15571,12,4,650.4300000000001,1
15572,5,7,2533.42,3
15573,32,2,591.1899999999999,1
15574,178,4,675.64,2
15576,38,1,921.37,1
15577,151,3,258.88,1
15578,162,1,127.1,2
15579,69,2,327.6,1
15581,121,13,3675.77,0
15582,25,3,682.9100000000001,1
15584,24,4,720.86,1
15585,177,1,455.3,2
15587,50,4,913.6800000000001,1
15589,256,3,478.53000000000003,2
15592,47,1,388.58,1
15593,71,1,199.8,1
15594,16,5,1771.78,3
15596,101,5,1406.59,1
15597,35,1,324.57,1
15598,53,1,240.68,1
15599,27,2,761.74,1
15601,11,14,5722.942499999999,0
15602,8,9,1297.8700000000001,3
15603,79,1,48.480000000000004,1
15604,52,1,216.39,1
15605,36,5,1198.23,1
15606,61,9,2920.16,3
15607,337,1,104.76,2
15608,28,4,1093.68,1
15609,184,1,298.48,2
15610,52,1,112.46000000000001,1
15611,10,13,1591.45,3
15612,36,2,195.15,1
15615,10,17,5722.942499999999,0
15618,33,4,776.851,1
15619,11,1,336.40000000000003,1
15620,57,3,1553.18,1
15621,4,4,1293.03,1
15622,43,9,3709.56,3
15623,141,1,301.03,1
15624,117,4,588.13,1
15625,104,4,1534.26,1
15626,75,2,675.8,1
15628,5,9,2870.2400000000002,3
15630,45,2,1186.35,1
15632,16,8,3285.31,3
15634,17,1,243.55,1
15636,90,2,724.76,1
15637,53,1,223.36,1
15639,134,1,425.32,1
15640,4,15,5722.942499999999,0
15641,105,4,1887.2,3
15643,192,3,664.0,2
15644,166,4,803.54,2
15645,19,1,612.01,1
15646,158,3,447.64000000000004,2
15648,204,2,639.5,2
15649,336,2,816.0,2
15651,37,3,646.3,1
15652,91,1,337.74,1
15653,93,2,877.4399999999999,1
15654,9,2,922.53,1
15655,243,1,560.67,2
15656,45,4,748.5,1
15657,23,1,30.0,1
15658,190,5,1024.1000000000001,2
15659,44,1,306.45,1
15660,25,9,1600.86,3
15661,317,2,309.8,2
15663,106,1,138.14,1
15664,51,1,386.43,1
15665,168,2,2222.21,2
15667,40,1,301.32,1
15668,218,1,76.32000000000001,2
15669,40,4,684.34,1
15670,297,1,173.05,2
15671,19,7,2657.13,3
15673,88,4,2726.23,3
15674,73,5,2446.6,3
15675,81,3,323.69,1
15676,19,3,3435.76,3
15677,49,1,657.23,1
15678,53,1,352.7,1
15679,24,4,781.28,1
15680,9,3,1333.68,1
15681,25,5,1426.16,3
15683,117,1,193.75,1
15687,9,9,2993.1,3
15689,120,2,254.1,1
15690,4,2,239.76,1
15691,252,1,136.8,2
15692,28,1,191.04,1
15694,1,14,5722.942499999999,0
15695,267,2,409.98,2
15696,33,8,2711.11,3
15699,18,1,309.65,1
15700,172,2,696.68,2
15701,2,4,1529.0,1
15703,265,1,211.5,2
15704,140,4,2293.62,3
15705,201,1,143.1,2
15706,64,4,1060.56,1
15707,35,4,916.98,1
15708,41,7,3235.25,3
15709,284,1,133.25,2
15712,9,5,1072.3600000000001,1
15713,143,2,356.7,1
15714,12,2,330.03000000000003,1
15716,146,4,1101.1100000000001,1
15717,234,1,150.3,2
15719,33,13,5030.07,0
15720,24,1,598.73,1
15721,12,1,471.40000000000003,1
15722,36,5,2211.21,3
15723,365,1,190.7,2
15724,201,2,218.25,2
15725,15,1,415.25,1
15727,17,7,5159.06,3
15729,213,1,85.0,2
15730,66,3,1120.88,1
15732,212,2,294.12,2
15733,283,1,162.3,2
15734,115,2,1339.45,1
15737,15,8,1188.1200000000001,3
15738,19,16,4812.42,0
15739,66,1,449.12,1
15740,49,1,154.88,1
15743,16,4,775.96,1
15744,78,1,34.8,1
15745,19,4,1094.59,1
15746,134,1,196.88,1
15747,13,3,946.64,1
15748,40,1,144.36,1
15749,235,3,5722.942499999999,3
15750,3,8,2463.05,3
15752,40,7,2626.6,3
15753,305,1,79.2,2
15754,51,3,458.57,1
15755,10,6,2364.25,3
15756,61,4,528.01,1
15757,66,2,714.42,1
15758,25,1,205.25,1
15759,218,3,253.04,2
15762,65,2,583.75,1
15763,32,2,1086.92,1
15764,88,6,3279.97,3
15766,64,1,315.06,1
15768,116,3,621.8299999999999,1
15769,7,17,5722.942499999999,0
15773,6,1,635.6800000000001,1
15774,69,1,270.8,1
15775,245,1,104.9,2
15776,133,1,241.62,1
15777,241,4,1047.11,2
15780,184,3,475.28000000000003,2
15781,25,3,345.46,1
15782,10,3,2614.7400000000002,3
15783,11,1,246.3,1
15785,33,5,2328.9700000000003,3
15786,46,3,4919.0,3
15787,26,3,933.26,1
15789,358,1,351.3,2
15790,10,1,218.75,1
15791,44,2,1612.69,1
15793,15,3,965.61,1
15795,150,1,610.01,1
15796,1,8,2708.61,3
15797,113,4,2207.4,3
15799,76,3,884.14,1
15800,107,2,696.89,1
15801,46,3,1063.95,1
15802,143,1,451.42,1
15803,51,1,415.82000000000005,1
15804,1,13,4206.39,0
15805,23,17,5488.18,0
15806,46,3,784.58,1
15807,50,3,903.9,1
15808,306,4,3651.27,2
15809,36,5,515.77,1
15810,79,4,1391.98,1
15811,22,6,2218.62,3
15812,107,5,1801.14,3
15813,208,2,1303.9099999999999,2
15814,17,4,1945.33,3
15815,64,5,2100.6,3
15819,49,4,1905.45,3
15820,320,1,206.98,2
15821,44,2,570.96,1
15822,3,2,885.47,1
15823,372,1,15.0,2
15825,172,1,532.94,2
15826,56,3,1654.31,1
15827,73,14,1836.0900000000001,3
15829,99,2,636.14,1
15830,38,1,576.0,1
15831,58,3,794.64,1
15832,254,1,836.79,2
15834,70,4,2225.15,3
15835,44,4,954.09,1
15836,50,1,137.37,1
15837,65,1,391.98,1
15838,11,17,5722.942499999999,0
15839,33,3,1048.49,1
15840,59,2,355.56,1
15841,73,4,1224.06,1
15843,304,1,118.95000000000002,2
15844,46,1,130.73999999999998,1
15845,18,8,3711.77,3
15847,38,2,389.27,1
15850,19,2,234.88,1
15852,187,2,160.71,2
15853,52,1,110.8,1
15854,4,12,2969.12,3
15855,137,5,712.24,1
15856,4,17,5722.942499999999,0
15857,19,1,297.0,1
15858,16,5,1427.57,3
15860,41,8,965.16,3
15861,12,8,3146.92,3
15862,8,4,832.88,1
15863,26,2,68.84,1
15864,22,6,1936.3200000000002,3
15865,41,3,895.13,1
15866,101,1,211.89,1
15867,5,15,3810.14,0
15869,277,2,149.64,2
15870,33,1,351.44,1
15872,15,2,316.25,1
15874,64,7,4405.88,3
15877,2,2,490.33,1
15880,369,1,329.03000000000003,2
15881,312,5,501.39000000000004,2
15882,199,4,516.36,2
15883,2,2,396.48,1
15885,93,3,379.35,1
15886,60,1,181.09,1
15888,81,1,168.31,1
15889,157,2,420.07,2
15891,227,1,511.68,2
15894,253,2,258.25,2
15895,150,1,179.17,2
15897,194,2,208.59,2
15898,1,5,1383.83,3
15899,369,1,56.25,2
15900,24,1,337.28,1
15901,17,3,351.73,1
15903,10,7,5126.76,3
15904,8,1,164.68,1
15906,20,7,1567.69,3
15907,4,3,882.72,1
15909,174,1,191.94,2
15910,1,8,1228.88,3
15912,178,2,264.62,2
15916,16,8,1502.8600000000001,3
15917,248,1,123.1,2
15918,191,2,334.23,2
15919,20,2,525.69,1
15920,154,4,167.5,1
15921,173,1,323.03000000000003,2
15922,373,1,369.5,2
15923,373,1,127.08,2
15925,194,1,207.15,2
15930,67,1,426.63,1
15932,4,8,2495.87,3
15933,21,3,1107.46,1
15935,239,2,416.86,2
15937,64,1,145.35,1
15938,112,5,404.58,1
15939,90,15,5722.942499999999,0
15940,311,1,35.8,2
15942,134,1,337.44,1
15944,277,1,325.1,2
15945,365,1,181.0,2
15947,83,1,1708.24,1
15948,8,2,955.24,1
15949,17,2,364.72,1
15950,32,4,1744.71,3
15951,9,2,708.22,1
15952,34,4,781.91,1
15953,15,8,1657.28,3
15955,24,14,4416.26,0
15957,32,1,428.89,1
15958,74,1,104.35,1
15963,20,2,470.76,1
15965,17,4,808.87,1
15967,23,2,397.68,1
15969,3,3,666.1,1
15970,304,1,314.1,2
15971,18,12,4199.85,0
15973,367,1,307.82000000000005,2
15974,39,7,3442.15,3
15975,84,1,371.01,1
15976,165,2,427.64,2
15977,17,2,1054.73,1
15978,77,1,1098.78,1
15980,89,3,2398.86,3
15981,25,8,3408.48,3
15983,22,4,1465.12,1
15984,3,10,2780.63,3
15985,123,2,1142.42,1
15986,30,1,168.12,1
15987,12,7,1432.77,3
15988,19,1,156.78,1
15990,44,2,792.11,1
15992,4,1,41.989999999999995,1
15993,9,7,2777.67,3
15994,55,1,414.27,1
15996,88,6,1032.58,1
15998,37,5,3080.22,3
16000,3,3,5722.942499999999,3
16003,30,5,2735.37,3
16005,12,4,578.71,1
16006,211,1,101.4,2
16007,48,4,1693.81,1
16008,24,3,478.78,1
16009,22,4,972.11,1
16010,246,3,392.4,2
16011,8,16,3352.96,0
16012,35,3,1415.29,1
16013,4,17,5722.942499999999,0
16014,38,3,646.83,1
16015,4,3,704.55,1
16016,3,8,1465.51,3
16017,47,1,211.88,1
16018,39,2,408.90000000000003,1
16019,47,9,3786.2400000000002,3
16020,17,3,851.01,1
16022,260,1,602.63,2
16023,46,3,719.81,1
16024,12,1,251.03,1
16025,30,1,439.65999999999997,1
16026,43,1,236.09,1
16027,92,6,934.62,1
16029,39,17,5722.942499999999,0
16030,310,1,331.24,2
16031,92,2,547.9,1
16033,6,17,5722.942499999999,0
16034,196,3,437.7,2
16036,87,2,758.92,1
16037,270,3,855.02,2
16038,8,3,471.78000000000003,1
16040,65,3,1313.55,1
16041,31,3,3166.4,3
16042,22,5,1177.47,1
16043,38,4,773.99,1
16045,120,4,1340.7,1
16048,373,2,256.44,2
16049,40,3,1074.81,1
16050,174,1,137.9,2
16052,54,1,362.06,1
16053,33,2,1511.95,1
16054,145,1,783.9,1
16055,221,1,134.8,2
16056,45,1,650.75,1
16057,16,7,2263.12,3
16059,66,6,1453.16,3
16062,10,4,1153.62,1
16063,260,1,335.32,2
16065,365,1,367.14,2
16066,17,5,1521.04,3
16070,22,2,852.15,1
16071,45,1,326.24,1
16072,288,1,584.3199999999999,2
16073,297,1,122.39999999999999,2
16076,3,10,2234.73,3
16078,284,1,79.2,2
16079,17,3,1352.0,1
16080,82,2,217.16,1
16081,56,5,2799.42,3
16083,101,2,1317.62,1
16084,299,1,436.18,2
16085,23,5,981.51,1
16086,59,5,1121.39,1
16091,155,2,315.06,2
16092,115,3,817.86,1
16093,107,1,17.0,1
16094,12,4,1078.23,1
16096,264,1,320.62,2
16097,240,1,185.04999999999998,2
16098,88,7,2005.63,3
16099,50,3,731.9,1
16101,71,1,1290.7,1
16102,42,3,1842.14,1
16103,7,6,1429.64,3
16104,62,1,298.21,1
16105,249,1,336.96,2
16106,66,1,108.38,1
16107,18,7,3204.1600000000003,3
16108,85,1,842.5,1
16109,219,2,611.88,2
16110,45,3,1320.95,1
16112,143,4,195.73999999999998,1
16113,183,1,161.38,2
16114,171,1,135.75000000000003,2
16115,10,8,1660.8799999999999,3
16116,212,1,612.78,2
16117,190,1,232.21,2
16119,8,2,423.36,1
16120,59,4,1309.14,1
16121,57,2,854.66,1
16122,73,4,684.4200000000001,1
16123,52,1,307.78,1
16124,317,1,249.0,2
16125,367,1,289.35,2
16126,29,4,5722.942499999999,3
16127,39,1,656.25,1
16128,18,5,1880.22,3
16131,52,6,3506.54,3
16133,4,17,5722.942499999999,0
16134,22,2,618.09,1
16135,263,1,517.55,2
16136,60,3,709.38,1
16139,19,3,635.41,1
16140,66,2,725.18,1
16141,88,1,620.4,1
16142,250,1,535.34,2
16143,3,6,2424.94,3
16144,247,1,175.2,2
16145,9,11,3799.4900000000002,0
16146,157,3,734.13,2
16147,134,1,375.0,1
16148,296,1,76.32000000000001,2
16149,5,2,280.52,1
16150,43,5,2053.02,3
16152,269,1,1829.04,2
16153,50,5,1824.23,3
16156,9,9,3092.04,3
16157,16,3,656.69,1
16159,282,1,348.2,2
16160,65,2,1025.44,1
16161,2,17,5533.67,0
16162,252,1,37.4,2
16163,232,2,856.6,2
16164,17,3,822.48,1
16168,11,17,3787.6,0
16169,8,4,1822.97,3
16170,51,6,1885.05,3
16171,59,1,73.2,1
16172,95,5,1140.21,1
16173,16,6,1418.32,3
16174,126,3,1009.5500000000001,1
16175,94,4,1037.59,1
16177,50,1,331.95,1
16178,138,1,197.9,1
16179,61,1,215.83,1
16180,100,8,5722.942499999999,0
16181,73,1,305.54,1
16182,72,4,5722.942499999999,3
16183,67,1,338.71000000000004,1
16184,64,6,1158.79,3
16185,17,2,529.41,1
16186,23,12,4006.94,0
16187,32,15,5722.942499999999,0
16188,45,4,981.86,1
16189,16,2,215.48,1
16190,40,1,215.08,1
16191,3,13,5180.52,0
16193,237,1,314.45,2
16198,75,1,400.68100000000004,1
16200,4,2,1068.8700000000001,1
16201,3,4,1863.47,3
16202,361,1,365.27,2
16203,59,4,592.9,1
16204,23,1,384.18,1
16205,31,4,757.63,1
16206,55,4,537.0600000000001,1
16207,25,1,394.38,1
16208,45,2,664.26,1
16209,89,5,2262.62,3
16210,2,17,5722.942499999999,0
16211,89,1,547.02,1
16212,19,2,690.34,1
16213,79,1,159.0,1
16214,171,3,1062.75,2
16215,81,1,242.35,1
16216,267,1,914.9300000000001,2
16217,235,2,304.25,2
16218,30,7,3084.68,3
16221,37,3,860.86,1
16222,318,1,773.5500000000001,2
16224,57,4,1295.3,1
16225,45,5,1096.32,1
16226,203,3,255.12,2
16227,225,1,314.22,2
16229,87,2,1010.6,1
16230,190,2,542.03,2
16232,44,4,990.88,1
16233,71,3,536.6800000000001,1
16235,41,5,867.31,1
16236,78,1,432.2,1
16239,57,2,414.2,1
16240,24,2,3718.8,3
16241,10,13,2590.31,0
16242,8,7,3579.86,3
16243,34,2,409.1,1
16244,212,2,1522.75,2
16245,24,3,1413.66,1
16247,170,1,114.56,2
16248,62,1,152.94,1
16249,53,5,1800.07,3
16250,261,2,389.44,2
16253,67,2,3683.86,3
16255,17,8,2619.91,3
16256,267,1,752.4300000000001,2
16257,177,1,46.95,2
16258,45,5,5203.51,3
16260,51,1,1035.45,1
16261,17,4,728.54,1
16265,9,9,5447.0,0
16266,74,7,861.89,3
16268,71,2,667.65,1
16270,353,1,1141.24,2
16271,3,5,1404.64,3
16272,117,1,411.7,1
16274,373,1,351.75,2
16275,197,1,559.87,2
16276,177,1,810.6000000000001,2
16278,100,1,566.38,1
16279,21,3,1502.78,1
16281,72,1,2062.06,1
16282,340,1,168.3,2
16283,6,5,1570.81,3
16284,31,2,812.68,1
16287,170,1,142.5,2
16292,122,1,302.25,1
16293,22,10,2248.9900000000002,3
16295,10,4,1328.55,1
16297,269,1,301.9,2
16298,23,3,598.2,1
16302,127,1,233.22,1
16303,26,3,5360.63,3
16305,139,1,361.21999999999997,1
16306,214,6,632.27,2
16308,38,4,2560.0,3
16309,106,2,706.57,1
16311,18,2,616.26,1
16313,3,2,274.15000000000003,1
16315,331,1,226.37,2
16316,64,8,2938.91,3
16317,120,3,1341.65,1
16318,35,1,328.15,1
16319,218,1,404.40000000000003,2
16320,172,2,1038.46,2
16321,72,5,373.65000000000003,1
16322,1,2,326.75,1
16323,196,1,207.50000000000003,2
16324,128,3,408.59000000000003,1
16325,47,3,594.24,1
16326,6,14,3039.2200000000003,0
16327,14,6,3820.27,3
16330,18,3,251.91,1
16332,28,7,1582.8,3
16333,8,17,5722.942499999999,0
16337,37,1,151.05,1
16338,157,1,214.79999999999998,2
16339,284,1,94.05,2
16340,107,1,534.31,1
16341,25,4,1971.87,3
16342,75,4,322.41,1
16343,16,2,328.58,1
16344,158,1,101.10000000000001,2
16345,44,1,565.46,1
16347,11,2,847.45,1
16348,32,7,1415.65,3
16349,291,1,53.5,2
16350,21,4,1116.47,1
16351,333,1,153.9,2
16352,18,2,494.44,1
16353,4,17,5722.942499999999,0
16354,63,2,395.8,1
16356,198,3,211.77,2
16357,33,3,658.88,1
16358,1,4,2027.5,3
16359,7,9,1750.92,3
16360,5,6,3450.41,3
16361,10,4,891.21,1
16362,32,5,709.99,1
16363,53,1,109.36000000000001,1
16364,12,2,705.79,1
16365,18,9,1540.42,3
16366,19,1,327.3,1
16367,37,2,800.67,1
16368,2,2,479.91,1
16369,18,3,1545.41,1
16370,82,4,1301.91,1
16372,33,2,355.73,1
16374,66,2,466.73,1
16376,9,2,974.96,1
16377,267,1,676.2,2
16378,247,3,362.95,2
16379,4,4,2157.4,3
16380,61,1,1743.1499999999999,1
16383,75,2,643.76,1
16384,90,2,584.5,1
16385,60,3,554.86,1
16386,29,2,302.57,1
16387,323,1,94.36,2
16389,53,4,1382.07,1
16392,270,1,217.89,2
16393,2,13,3040.96,0
16394,57,5,1555.34,3
16395,61,5,1482.06,3
16398,154,2,1705.8,1
16399,19,2,408.02,1
16400,95,1,303.93,1
16401,1,12,4098.32,0
16402,265,2,293.45,2
16403,312,1,177.5,2
16404,70,1,443.05,1
16405,302,2,167.25,2
16406,19,1,154.35,1
16407,13,10,2079.68,3
16409,36,5,2022.98,3
16411,19,2,211.7,1
16412,54,1,135.99,1
16413,57,1,262.2,1
16414,22,2,126.25,1
16415,44,1,200.27,1
16416,27,3,1051.4,1
16418,45,3,631.12,1
16419,113,6,958.71,1
16422,17,17,5722.942499999999,0
